ORF	YF_GENE	OF_GENE
YLR177W	YLR177W	YLR177W
YLR178C	TFS1	TFS1
YLR179C	YLR179C	YLR179C
YLR180W	SAM1	SAM1
YLR181C	VTA1	VTA1
YLR182W	SWI6	SWI6
YLR183C	TOS4	TOS4
YLR184W	YLR184W	YLR184W
YLR185W	RPL37A	RPL37A
YLR186W	EMG1	EMG1
YLR187W	SKG3	SKG3
YLR188W	MDL1	MDL1
YLR189C	ATG26	ATG26
YLR190W	MMR1	MMR1
YLR191W	PEX13	PEX13
YLR192C	HCR1	HCR1
YLR193C	UPS1	UPS1
YLR194C	NCW2	NCW2
YLR195C	NMT1	NMT1
YLR196W	PWP1	PWP1
YLR197W	NOP56	NOP56
YLR198C	YLR198C	YLR198C
YLR199C	PBA1	PBA1
YLR200W	YKE2	YKE2
YLR201C	COQ9	COQ9
YLR202C	YLR202C	YLR202C
YLR203C	MSS51	MSS51
YLR204W	QRI5	QRI5
YLR205C	HMX1	HMX1
YLR206W	ENT2	ENT2
YLR207W	HRD3	HRD3
YLR208W	SEC13	SEC13
YLR209C	PNP1	PNP1
YLR210W	CLB4	CLB4
YLR211C	ATG38	ATG38
YLR212C	TUB4	TUB4
YLR213C	CRR1	CRR1
YLR214W	FRE1	FRE1
YLR215C	CDC123	CDC123
YLR216C	CPR6	CPR6
YLR217W	YLR217W	YLR217W
YLR218C	COA4	COA4
YLR219W	MSC3	MSC3
YLR220W	CCC1	CCC1
YLR221C	RSA3	RSA3
YLR222C	UTP13	UTP13
YLR222C-A	NA	YLR222C-A
YLR223C	IFH1	IFH1
YLR224W	UCC1	UCC1
YLR225C	YLR225C	YLR225C
YLR226W	BUR2	BUR2
YLR227C	ADY4	ADY4
YLR228C	ECM22	ECM22
YLR229C	CDC42	CDC42
YLR230W	YLR230W	YLR230W
YLR231C	BNA5	BNA5
YLR232W	YLR232W	YLR232W
YLR233C	EST1	EST1
YLR234W	TOP3	TOP3
YLR235C	YLR235C	YLR235C
YLR236C	YLR236C	YLR236C
YLR237W	THI7	THI7
YLR238W	FAR10	FAR10
YLR239C	LIP2	LIP2
YLR240W	VPS34	VPS34
YLR241W	CSC1	CSC1
YLR242C	ARV1	ARV1
YLR243W	GPN3	GPN3
YLR244C	MAP1	MAP1
YLR245C	CDD1	CDD1
YLR246W	ERF2	ERF2
YLR247C	IRC20	IRC20
YLR248W	RCK2	RCK2
YLR249W	YEF3	YEF3
YLR250W	SSP120	SSP120
YLR251W	SYM1	SYM1
YLR252W	YLR252W	YLR252W
YLR253W	CQD2	MCP2
YLR254C	NDL1	NDL1
YLR255C	YLR255C	YLR255C
YLR256W	HAP1	HAP1
YLR257W	YLR257W	YLR257W
YLR258W	GSY2	GSY2
YLR259C	HSP60	HSP60
YLR260W	LCB5	LCB5
YLR261C	VPS63	VPS63
YLR262C	YPT6	YPT6
YLR262C-A	TMA7	TMA7
YLR263W	RED1	RED1
YLR264C-A	YLR264C-A	YLR264C-A
YLR264W	RPS28B	RPS28B
YLR265C	NEJ1	NEJ1
YLR266C	PDR8	PDR8
YLR267W	BOP2	BOP2
YLR268W	SEC22	SEC22
YLR269C	YLR269C	YLR269C
YLR270W	DCS1	DCS1
YLR271W	CMG1	CMG1
YLR272C	YCS4	YCS4
YLR273C	PIG1	PIG1
YLR274W	MCM5	MCM5
YLR275W	SMD2	SMD2
YLR276C	DBP9	DBP9
YLR277C	YSH1	YSH1
YLR278C	YLR278C	YLR278C
YLR279W	YLR279W	YLR279W
YLR280C	YLR280C	YLR280C
YLR281C	RSO55	YLR281C
YLR282C	YLR282C	YLR282C
YLR283W	PUT7	YLR283W
YLR284C	ECI1	ECI1
YLR285C-A	YLR285C-A	YLR285C-A
YLR285W	NNT1	NNT1
YLR286C	CTS1	CTS1
YLR286W-A	NA	YLR286W-A
YLR287C	YLR287C	YLR287C
YLR287C-A	RPS30A	RPS30A
YLR288C	MEC3	MEC3
YLR289W	GUF1	GUF1
YLR290C	COQ11	COQ11
YLR291C	GCD7	GCD7
YLR292C	SEC72	SEC72
YLR293C	GSP1	GSP1
YLR294C	YLR294C	YLR294C
YLR295C	ATP14	ATP14
YLR296W	YLR296W	YLR296W
YLR297W	YLR297W	YLR297W
YLR298C	YHC1	YHC1
YLR299C-A	NA	YLR299C-A
YLR299W	ECM38	ECM38
YLR300W	EXG1	EXG1
YLR301W	HRI1	HRI1
YLR302C	YLR302C	YLR302C
YLR303W	MET17	MET17
YLR304C	ACO1	ACO1
YLR305C	STT4	STT4
YLR306W	UBC12	UBC12
YLR307C-A	DPA10	YLR307C-A
YLR307W	CDA1	CDA1
YLR308W	CDA2	CDA2
YLR309C	IMH1	IMH1
YLR310C	CDC25	CDC25
YLR311C	YLR311C	YLR311C
YLR312C	ATG39	ATG39
YLR312W-A	MRPL15	MRPL15
YLR313C	SPH1	SPH1
YLR314C	CDC3	CDC3
YLR315W	NKP2	NKP2
YLR316C	TAD3	TAD3
YLR317W	YLR317W	YLR317W
YLR318W	EST2	EST2
YLR319C	BUD6	BUD6
YLR320W	MMS22	MMS22
YLR321C	SFH1	SFH1
YLR322W	VPS65	VPS65
YLR323C	CWC24	CWC24
YLR324W	PEX30	PEX30
YLR325C	RPL38	RPL38
YLR326W	YLR326W	YLR326W
YLR327C	TMA10	TMA10
YLR328W	NMA1	NMA1
YLR329W	REC102	REC102
YLR330W	CHS5	CHS5
YLR331C	JIP3	JIP3
YLR332W	MID2	MID2
YLR333C	RPS25B	RPS25B
YLR334C	YLR334C	YLR334C
YLR335W	NUP2	NUP2
YLR336C	SGD1	SGD1
YLR337C	VRP1	VRP1
YLR338W	YLR338W	OPI9
YLR339C	YLR339C	YLR339C
YLR340W	RPP0	RPP0
YLR341W	SPO77	SPO77
YLR342W	FKS1	FKS1
YLR342W-A	YLR342W-A	YLR342W-A
YLR343W	GAS2	GAS2
YLR344W	RPL26A	RPL26A
YLR345W	YLR345W	YLR345W
YLR346C	CIS1	CIS1
YLR347C	KAP95	KAP95
YLR347W-A	NA	YLR347W-A
YLR348C	DIC1	DIC1
YLR349W	YLR349W	YLR349W
YLR350W	ORM2	ORM2
YLR351C	NIT3	NIT3
YLR352W	LUG1	YLR352W
YLR353W	BUD8	BUD8
YLR354C	TAL1	TAL1
YLR355C	ILV5	ILV5
YLR356W	ATG33	ATG33
YLR357W	RSC2	RSC2
YLR358C	YLR358C	YLR358C
YLR359W	ADE13	ADE13
YLR360W	VPS38	VPS38
YLR361C	DCR2	DCR2
YLR361C-A	YLR361C-A	YLR361C-A
YLR362W	STE11	STE11
YLR363C	NMD4	NMD4
YLR363W-A	YLR363W-A	YLR363W-A
YLR364C-A	NA	YLR364C-A
YLR364W	GRX8	GRX8
YLR365W	YLR365W	YLR365W
YLR366W	YLR366W	YLR366W
YLR367W	RPS22B	RPS22B
YLR368W	MDM30	MDM30
YLR369W	SSQ1	SSQ1
YLR370C	ARC18	ARC18
YLR371W	ROM2	ROM2
YLR372W	ELO3	ELO3
YLR373C	VID22	VID22
YLR374C	YLR374C	YLR374C
YLR375W	STP3	STP3
YLR376C	PSY3	PSY3
YLR377C	FBP1	FBP1
YLR378C	SEC61	SEC61
YLR379W	YLR379W	YLR379W
YLR380W	CSR1	CSR1
YLR381W	CTF3	CTF3
YLR382C	NAM2	NAM2
YLR383W	SMC6	SMC6
YLR384C	IKI3	IKI3
YLR385C	SWC7	SWC7
YLR386W	VAC14	VAC14
YLR387C	REH1	REH1
YLR388W	RPS29A	RPS29A
YLR389C	STE23	STE23
YLR390W	ECM19	ECM19
YLR390W-A	CCW14	CCW14
YLR392C	ART10	ART10
YLR393W	ATP10	ATP10
YLR394W	CST9	CST9
YLR395C	COX8	COX8
YLR396C	VPS33	VPS33
YLR397C	AFG2	AFG2
YLR398C	SKI2	SKI2
YLR399C	BDF1	BDF1
YLR399W-A	NA	YLR399W-A
YLR400W	YLR400W	YLR400W
YLR401C	DUS3	DUS3
YLR402W	YLR402W	YLR402W
YLR403W	SFP1	SFP1
YLR404W	SEI1	SEI1
YLR405W	DUS4	DUS4
YLR406C	RPL31B	RPL31B
YLR406C-A	YLR406C-A	YLR406C-A
YLR407W	YLR407W	YLR407W
YLR408C	BLS1	BLS1
YLR409C	UTP21	UTP21
YLR410W	VIP1	VIP1
YLR411W	CTR3	CTR3
YLR412C-A	YLR412C-A	YLR412C-A
YLR412W	BER1	BER1
YLR413W	INA1	INA1
YLR414C	PUN1	PUN1
YLR415C	YLR415C	YLR415C
YLR416C	YLR416C	YLR416C
YLR417W	VPS36	VPS36
YLR418C	CDC73	CDC73
YLR419W	YLR419W	YLR419W
YLR420W	URA4	URA4
YLR421C	RPN13	RPN13
YLR422W	DCK1	DCK1
YLR423C	ATG17	ATG17
YLR424W	SPP382	SPP382
YLR425W	TUS1	TUS1
YLR426W	TDA5	TDA5
YLR427W	MAG2	MAG2
YLR428C	YLR428C	YLR428C
YLR429W	CRN1	CRN1
YLR430W	SEN1	SEN1
YLR431C	ATG23	ATG23
YLR432W	IMD3	IMD3
YLR433C	CNA1	CNA1
YLR434C	NA	YLR434C
YLR435W	TSR2	TSR2
YLR436C	ECM30	ECM30
YLR437C	DIF1	DIF1
YLR437C-A	NA	YLR437C-A
YLR438C-A	LSM3	LSM3
YLR438W	CAR2	CAR2
YLR439W	MRPL4	MRPL4
YLR440C	SEC39	SEC39
YLR441C	RPS1A	RPS1A
YLR442C	SIR3	SIR3
YLR443W	ECM7	ECM7
YLR444C	YLR444C	YLR444C
YLR445W	GMC2	GMC2
YLR446W	YLR446W	YLR446W
YLR447C	VMA6	VMA6
YLR448W	RPL6B	RPL6B
YLR449W	FPR4	FPR4
YLR450W	HMG2	HMG2
YLR451W	LEU3	LEU3
YLR452C	SST2	SST2
YLR453C	RIF2	RIF2
YLR454W	FMP27	FMP27
YLR455W	PDP3	PDP3
YLR456W	YLR456W	YLR456W
YLR457C	NBP1	NBP1
YLR458W	YLR458W	YLR458W
YLR459W	GAB1	GAB1
YLR460C	YLR460C	YLR460C
YLR461W	PAU4	PAU4
YLR462W	YLR462W	YLR462W
YLR463C	YLR463C	YLR463C
YLR464W	YLR464W	YLR464W
YLR465C	YLR465C	BSC3
YLR466C-A	NA	YLR466C-A
YLR466C-B	YLR466C-B	YLR466C-B
YLR466W	YRF1-4	YRF1-4
YLR467C-A	NA	YLR467C-A
YLR467W	YRF1-5	YRF1-5
YML001W	YPT7	YPT7
YML002W	YML002W	YML002W
YML003W	YML003W	YML003W
YML004C	GLO1	GLO1
YML005W	TRM12	TRM12
YML006C	GIS4	GIS4
YML007C-A	MIN4	YML007C-A
YML007W	YAP1	YAP1
YML008C	ERG6	ERG6
YML009C	MRPL39	MRPL39
YML009C-A	YML009C-A	YML009C-A
YML009W-B	YML009W-B	YML009W-B
YML010W	SPT5	SPT5
YML011C	RAD33	RAD33
YML012C-A	YML012C-A	YML012C-A
YML012W	ERV25	ERV25
YML013W	UBX2	UBX2
YML014W	TRM9	TRM9
YML015C	TAF11	TAF11
YML016C	PPZ1	PPZ1
YML017W	PSP2	PSP2
YML018C	YML018C	YML018C
YML019W	OST6	OST6
YML020W	YML020W	YML020W
YML021C	UNG1	UNG1
YML022W	APT1	APT1
YML023C	NSE5	NSE5
YML024W	RPS17A	RPS17A
YML025C	YML6	YML6
YML026C	RPS18B	RPS18B
YML027W	YOX1	YOX1
YML028W	TSA1	TSA1
YML029W	USA1	USA1
YML030W	RCF1	RCF1
YML031C-A	NA	YML031C-A
YML031W	NDC1	NDC1
YML032C	RAD52	RAD52
YML034C-A	YML034C-A	YML034C-A
YML034W	SRC1	SRC1
YML035C	AMD1	AMD1
YML036W	CGI121	CGI121
YML037C	YML037C	YML037C
YML038C	YMD8	YMD8
YML041C	VPS71	VPS71
YML042W	CAT2	CAT2
YML043C	RRN11	RRN11
YML046W	PRP39	PRP39
YML047C	PRM6	PRM6
YML047W-A	YML047W-A	YML047W-A
YML048W	GSF2	GSF2
YML049C	RSE1	RSE1
YML050W	AIM32	AIM32
YML051W	GAL80	GAL80
YML052W	SUR7	SUR7
YML053C	YML053C	YML053C
YML054C	CYB2	CYB2
YML054C-A	YML054C-A	YML054C-A
YML055W	SPC2	SPC2
YML056C	IMD4	IMD4
YML057C-A	YML057C-A	YML057C-A
YML057W	CMP2	CMP2
YML058W	SML1	SML1
YML058W-A	HUG1	HUG1
YML059C	NTE1	NTE1
YML060W	OGG1	OGG1
YML061C	PIF1	PIF1
YML062C	MFT1	MFT1
YML063W	RPS1B	RPS1B
YML064C	TEM1	TEM1
YML065W	ORC1	ORC1
YML066C	SMA2	SMA2
YML067C	ERV41	ERV41
YML068W	ITT1	ITT1
YML069W	POB3	POB3
YML070W	DAK1	DAK1
YML071C	COG8	COG8
YML072C	TCB3	TCB3
YML073C	RPL6A	RPL6A
YML074C	FPR3	FPR3
YML075C	HMG1	HMG1
YML076C	WAR1	WAR1
YML077W	BET5	BET5
YML078W	CPR3	CPR3
YML079W	YML079W	YML079W
YML080W	DUS1	DUS1
YML081C-A	ATP18	ATP18
YML081W	TDA9	TDA9
YML082W	YML082W	YML082W
YML083C	YML083C	YML083C
YML084W	YML084W	YML084W
YML085C	TUB1	TUB1
YML086C	ALO1	ALO1
YML087C	AIM33	AIM33
YML088W	UFO1	UFO1
YML089C	YML089C	YML089C
YML090W	YML090W	YML090W
YML091C	RPM2	RPM2
YML092C	PRE8	PRE8
YML093W	UTP14	UTP14
YML094C-A	YML094C-A	YML094C-A
YML094W	GIM5	GIM5
YML095C	RAD10	RAD10
YML096W	YML096W	YML096W
YML097C	VPS9	VPS9
YML098W	TAF13	TAF13
YML099C	ARG81	ARG81
YML099W-A	YML099W-A	YML099W-A
YML100W	TSL1	TSL1
YML100W-A	YML100W-A	YML100W-A
YML101C	CUE4	CUE4
YML101C-A	YML101C-A	YML101C-A
YML102W	CAC2	CAC2
YML103C	NUP188	NUP188
YML104C	MDM1	MDM1
YML105C	SEC65	SEC65
YML106W	URA5	URA5
YML107C	PML39	PML39
YML108W	YML108W	YML108W
YML109W	ZDS2	ZDS2
YML110C	COQ5	COQ5
YML111W	BUL2	BUL2
YML112W	CTK3	CTK3
YML113W	DAT1	DAT1
YML114C	TAF8	TAF8
YML115C	VAN1	VAN1
YML116W	ATR1	ATR1
YML116W-A	YML116W-A	YML116W-A
YML117W	NAB6	NAB6
YML118W	NGL3	NGL3
YML119W	YML119W	YML119W
YML120C	NDI1	NDI1
YML121W	GTR1	GTR1
YML122C	YML122C	YML122C
YML123C	PHO84	PHO84
YML124C	TUB3	TUB3
YML125C	PGA3	PGA3
YML126C	ERG13	ERG13
YML127W	RSC9	RSC9
YML128C	MSC1	MSC1
YML129C	COX14	COX14
YML130C	ERO1	ERO1
YML131W	YML131W	YML131W
YML132W	COS3	COS3
YML133C	YML133C	YML133C
YML133W-A	NA	YML133W-A
YML133W-B	NA	YML133W-B
YMR001C	CDC5	CDC5
YMR001C-A	YMR001C-A	YMR001C-A
YMR002W	MIX17	MIX17
YMR003W	AIM34	AIM34
YMR004W	MVP1	MVP1
YMR005W	TAF4	TAF4
YMR006C	PLB2	PLB2
YMR007W	YMR007W	YMR007W
YMR008C	PLB1	PLB1
YMR009W	ADI1	ADI1
YMR010W	ANY1	ANY1
YMR011W	HXT2	HXT2
YMR012W	CLU1	CLU1
YMR013C	SEC59	SEC59
YMR013C-A	NA	YMR013C-A
YMR013W-A	YMR013W-A	YMR013W-A
YMR014W	BUD22	BUD22
YMR015C	ERG5	ERG5
YMR016C	SOK2	SOK2
YMR017W	SPO20	SPO20
YMR018W	PEX9	PEX9
YMR019W	STB4	STB4
YMR020W	FMS1	FMS1
YMR021C	MAC1	MAC1
YMR022W	UBC7	UBC7
YMR023C	MSS1	MSS1
YMR024W	MRPL3	MRPL3
YMR025W	CSI1	CSI1
YMR026C	PEX12	PEX12
YMR027W	YMR027W	YMR027W
YMR028W	TAP42	TAP42
YMR029C	FAR8	FAR8
YMR030W	RSF1	RSF1
YMR030W-A	YMR030W-A	YMR030W-A
YMR031C	EIS1	EIS1
YMR031W-A	YMR031W-A	YMR031W-A
YMR032W	HOF1	HOF1
YMR033W	ARP9	ARP9
YMR034C	RCH1	RCH1
YMR035W	IMP2	IMP2
YMR036C	MIH1	MIH1
YMR037C	MSN2	MSN2
YMR038C	CCS1	CCS1
YMR039C	SUB1	SUB1
YMR040W	YET2	YET2
YMR041C	ARA2	ARA2
YMR042W	ARG80	ARG80
YMR043W	MCM1	MCM1
YMR044W	IOC4	IOC4
YMR046W-A	YMR046W-A	YMR046W-A
YMR047C	NUP116	NUP116
YMR048W	CSM3	CSM3
YMR049C	ERB1	ERB1
YMR052C-A	YMR052C-A	YMR052C-A
YMR052W	FAR3	FAR3
YMR053C	STB2	STB2
YMR054W	STV1	STV1
YMR055C	BUB2	BUB2
YMR056C	AAC1	AAC1
YMR057C	YMR057C	YMR057C
YMR058W	FET3	FET3
YMR059W	SEN15	SEN15
YMR060C	SAM37	SAM37
YMR061W	RNA14	RNA14
YMR062C	ARG7	ARG7
YMR063W	RIM9	RIM9
YMR064W	AEP1	AEP1
YMR065W	KAR5	KAR5
YMR066W	SOV1	SOV1
YMR067C	UBX4	UBX4
YMR068W	AVO2	AVO2
YMR069W	NAT4	NAT4
YMR070W	MOT3	MOT3
YMR071C	TVP18	TVP18
YMR072W	ABF2	ABF2
YMR073C	IRC21	IRC21
YMR074C	SDD2	SDD2
YMR075C-A	YMR075C-A	YMR075C-A
YMR075W	RCO1	RCO1
YMR076C	PDS5	PDS5
YMR077C	VPS20	VPS20
YMR078C	CTF18	CTF18
YMR079W	SEC14	SEC14
YMR080C	NAM7	NAM7
YMR081C	ISF1	ISF1
YMR082C	YMR082C	YMR082C
YMR083W	ADH3	ADH3
YMR084W	YMR084W	YMR084W
YMR085W	YMR085W	YMR085W
YMR086C-A	YMR086C-A	YMR086C-A
YMR086W	SEG1	SEG1
YMR087W	PDL32	YMR087W
YMR088C	VBA1	VBA1
YMR089C	YTA12	YTA12
YMR090W	YMR090W	YMR090W
YMR091C	NPL6	NPL6
YMR092C	AIP1	AIP1
YMR093W	UTP15	UTP15
YMR094W	CTF13	CTF13
YMR095C	SNO1	SNO1
YMR096W	SNZ1	SNZ1
YMR097C	MTG1	MTG1
YMR098C	ATP25	ATP25
YMR099C	YMR099C	YMR099C
YMR100W	MUB1	MUB1
YMR101C	SRT1	SRT1
YMR102C	LAF1	YMR102C
YMR103C	YMR103C	YMR103C
YMR104C	YPK2	YPK2
YMR105C	PGM2	PGM2
YMR105W-A	YMR105W-A	YMR105W-A
YMR106C	YKU80	YKU80
YMR107W	SPG4	SPG4
YMR108W	ILV2	ILV2
YMR109W	MYO5	MYO5
YMR110C	HFD1	HFD1
YMR111C	EUC1	YMR111C
YMR112C	MED11	MED11
YMR113W	FOL3	FOL3
YMR114C	YMR114C	YMR114C
YMR115W	MGR3	MGR3
YMR116C	ASC1	ASC1
YMR117C	SPC24	SPC24
YMR118C	SHH3	SHH3
YMR119W	ASI1	ASI1
YMR119W-A	YMR119W-A	YMR119W-A
YMR120C	ADE17	ADE17
YMR121C	RPL15B	RPL15B
YMR122C	YMR122C	YMR122C
YMR122W-A	NCW1	YMR122W-A
YMR123W	PKR1	PKR1
YMR124W	EPO1	EPO1
YMR125W	STO1	STO1
YMR126C	DLT1	DLT1
YMR127C	SAS2	SAS2
YMR128W	ECM16	ECM16
YMR129W	POM152	POM152
YMR130W	DPI35	YMR130W
YMR131C	RRB1	RRB1
YMR132C	JLP2	JLP2
YMR133W	REC114	REC114
YMR134W	ERG29	ERG29
YMR135C	GID8	GID8
YMR135W-A	YMR135W-A	YMR135W-A
YMR136W	GAT2	GAT2
YMR137C	PSO2	PSO2
YMR138W	CIN4	CIN4
YMR139W	RIM11	RIM11
YMR140W	SIP5	SIP5
YMR141C	YMR141C	YMR141C
YMR141W-A	NA	YMR141W-A
YMR142C	RPL13B	RPL13B
YMR143W	RPS16A	RPS16A
YMR144W	FDO1	FDO1
YMR145C	NDE1	NDE1
YMR146C	TIF34	TIF34
YMR147W	LDO45	YMR147W
YMR148W	LDO16	OSW5
YMR149W	SWP1	SWP1
YMR150C	IMP1	IMP1
YMR151W	YIM2	YIM2
YMR152W	YIM1	YIM1
YMR153C-A	YMR153C-A	YMR153C-A
YMR153W	NUP53	NUP53
YMR154C	RIM13	RIM13
YMR155W	YMR155W	YMR155W
YMR156C	TPP1	TPP1
YMR157C	AIM36	AIM36
YMR158C-A	YMR158C-A	YMR158C-A
YMR158W	MRPS8	MRPS8
YMR158W-B	YMR158W-B	YMR158W-B
YMR159C	ATG16	ATG16
YMR160W	CVM1	YMR160W
YMR161W	HLJ1	HLJ1
YMR162C	DNF3	DNF3
YMR163C	INP2	INP2
YMR164C	MSS11	MSS11
YMR165C	PAH1	PAH1
YMR166C	MME1	MME1
YMR167W	MLH1	MLH1
YMR168C	CEP3	CEP3
YMR169C	ALD3	ALD3
YMR170C	ALD2	ALD2
YMR171C	EAR1	EAR1
YMR172C-A	YMR172C-A	YMR172C-A
YMR172W	HOT1	HOT1
YMR173W	DDR48	DDR48
YMR173W-A	YMR173W-A	YMR173W-A
YMR174C	PAI3	PAI3
YMR175W	SIP18	SIP18
YMR175W-A	YMR175W-A	YMR175W-A
YMR176W	ECM5	ECM5
YMR177W	MMT1	MMT1
YMR178W	FPY1	YMR178W
YMR179W	SPT21	SPT21
YMR180C	CTL1	CTL1
YMR181C	YMR181C	YMR181C
YMR182C	RGM1	RGM1
YMR182W-A	MIN3	YMR182W-A
YMR183C	SSO2	SSO2
YMR184W	ADD37	ADD37
YMR185W	RTP1	RTP1
YMR186W	HSC82	HSC82
YMR187C	YMR187C	YMR187C
YMR188C	MRPS17	MRPS17
YMR189W	GCV2	GCV2
YMR190C	SGS1	SGS1
YMR191W	SPG5	SPG5
YMR192W	GYL1	GYL1
YMR193C-A	YMR193C-A	YMR193C-A
YMR193W	MRPL24	MRPL24
YMR194C-A	YMR194C-A	YMR194C-A
YMR194C-B	CMC4	CMC4
YMR194W	RPL36A	RPL36A
YMR195W	ICY1	ICY1
YMR196W	YMR196W	YMR196W
YMR197C	VTI1	VTI1
YMR198W	CIK1	CIK1
YMR199W	CLN1	CLN1
YMR200W	ROT1	ROT1
YMR201C	RAD14	RAD14
YMR202W	ERG2	ERG2
YMR203W	TOM40	TOM40
YMR204C	INP1	INP1
YMR205C	PFK2	PFK2
YMR206W	YMR206W	YMR206W
YMR207C	HFA1	HFA1
YMR208W	ERG12	ERG12
YMR209C	YMR209C	YMR209C
YMR210W	MGL2	MGL2
YMR211W	DML1	DML1
YMR212C	EFR3	EFR3
YMR213W	CEF1	CEF1
YMR214W	SCJ1	SCJ1
YMR215W	GAS3	GAS3
YMR216C	SKY1	SKY1
YMR217W	GUA1	GUA1
YMR218C	TRS130	TRS130
YMR219W	ESC1	ESC1
YMR220W	ERG8	ERG8
YMR221C	FMP42	FMP42
YMR222C	FSH2	FSH2
YMR223W	UBP8	UBP8
YMR224C	MRE11	MRE11
YMR225C	MRPL44	MRPL44
YMR226C	YMR226C	YMR226C
YMR227C	TAF7	TAF7
YMR228W	MTF1	MTF1
YMR229C	RRP5	RRP5
YMR230W	RPS10B	RPS10B
YMR230W-A	YMR230W-A	YMR230W-A
YMR231W	PEP5	PEP5
YMR232W	FUS2	FUS2
YMR233W	TRI1	TRI1
YMR234W	RNH1	RNH1
YMR235C	RNA1	RNA1
YMR236W	TAF9	TAF9
YMR237W	BCH1	BCH1
YMR238W	DFG5	DFG5
YMR239C	RNT1	RNT1
YMR240C	CUS1	CUS1
YMR241W	YHM2	YHM2
YMR242C	RPL20A	RPL20A
YMR242W-A	YMR242W-A	YMR242W-A
YMR243C	ZRC1	ZRC1
YMR244C-A	COA6	COA6
YMR244W	YMR244W	YMR244W
YMR245W	YMR245W	YMR245W
YMR246W	FAA4	FAA4
YMR247C	RKR1	RKR1
YMR247W-A	YMR247W-A	YMR247W-A
YMR250W	GAD1	GAD1
YMR251W	GTO3	GTO3
YMR251W-A	HOR7	HOR7
YMR252C	MLO1	YMR252C
YMR253C	YMR253C	YMR253C
YMR254C	YMR254C	YMR254C
YMR255W	GFD1	GFD1
YMR256C	COX7	COX7
YMR257C	PET111	PET111
YMR258C	ROY1	ROY1
YMR259C	TRM732	TRM732
YMR260C	TIF11	TIF11
YMR261C	TPS3	TPS3
YMR262W	YMR262W	YMR262W
YMR263W	SAP30	SAP30
YMR264W	CUE1	CUE1
YMR265C	YMR265C	YMR265C
YMR266W	RSN1	RSN1
YMR267W	PPA2	PPA2
YMR268C	PRP24	PRP24
YMR269W	TMA23	TMA23
YMR270C	RRN9	RRN9
YMR271C	URA10	URA10
YMR272C	SCS7	SCS7
YMR272W-A	NA	YMR272W-A
YMR272W-B	YMR272W-B	YMR272W-B
YMR273C	ZDS1	ZDS1
YMR274C	RCE1	RCE1
YMR275C	BUL1	BUL1
YMR276W	DSK2	DSK2
YMR277W	FCP1	FCP1
YMR278W	PRM15	PRM15
YMR279C	ATR2	YMR279C
YMR280C	CAT8	CAT8
YMR281W	GPI12	GPI12
YMR282C	AEP2	AEP2
YMR283C	RIT1	RIT1
YMR284W	YKU70	YKU70
YMR285C	NGL2	NGL2
YMR286W	MRPL33	MRPL33
YMR287C	DSS1	DSS1
YMR288W	HSH155	HSH155
YMR289W	ABZ2	ABZ2
YMR290C	HAS1	HAS1
YMR290W-A	YMR290W-A	YMR290W-A
YMR291W	TDA1	TDA1
YMR292W	GOT1	GOT1
YMR293C	HER2	HER2
YMR294W	JNM1	JNM1
YMR294W-A	YMR294W-A	YMR294W-A
YMR295C	YMR295C	YMR295C
YMR296C	LCB1	LCB1
YMR297W	PRC1	PRC1
YMR298W	LIP1	LIP1
YMR299C	DYN3	DYN3
YMR300C	ADE4	ADE4
YMR301C	ATM1	ATM1
YMR302C	YME2	YME2
YMR303C	ADH2	ADH2
YMR304C-A	YMR304C-A	YMR304C-A
YMR304W	UBP15	UBP15
YMR305C	SCW10	SCW10
YMR306C-A	YMR306C-A	YMR306C-A
YMR306W	FKS3	FKS3
YMR307C-A	NA	YMR307C-A
YMR307W	GAS1	GAS1
YMR308C	PSE1	PSE1
YMR309C	NIP1	NIP1
YMR310C	UPA2	YMR310C
YMR311C	GLC8	GLC8
YMR312W	ELP6	ELP6
YMR313C	TGL3	TGL3
YMR314W	PRE5	PRE5
YMR315W	YMR315W	YMR315W
YMR315W-A	YMR315W-A	YMR315W-A
YMR316C-A	YMR316C-A	YMR316C-A
YMR316C-B	YMR316C-B	YMR316C-B
YMR316W	DIA1	DIA1
YMR317W	YMR317W	YMR317W
YMR318C	ADH6	ADH6
YMR319C	FET4	FET4
YMR320W	YMR320W	YMR320W
YMR321C	YMR321C	YMR321C
YMR322C	SNO4	SNO4
YMR323W	ERR3	ERR3
YMR324C	YMR324C	YMR324C
YMR325W	PAU19	PAU19
YMR326C	YMR326C	YMR326C
YNL001W	DOM34	DOM34
YNL002C	RLP7	RLP7
YNL003C	PET8	PET8
YNL004W	HRB1	HRB1
YNL005C	MRP7	MRP7
YNL006W	LST8	LST8
YNL007C	SIS1	SIS1
YNL008C	ASI3	ASI3
YNL009W	IDP3	IDP3
YNL010W	PYP1	YNL010W
YNL011C	YNL011C	YNL011C
YNL012W	SPO1	SPO1
YNL013C	YNL013C	YNL013C
YNL014W	HEF3	HEF3
YNL015W	PBI2	PBI2
YNL016W	PUB1	PUB1
YNL017C	YNL017C	YNL017C
YNL018C	YNL018C	YNL018C
YNL019C	YNL019C	YNL019C
YNL020C	ARK1	ARK1
YNL021W	HDA1	HDA1
YNL022C	RCM1	RCM1
YNL023C	FAP1	FAP1
YNL024C	EFM6	EFM6
YNL024C-A	KSH1	KSH1
